Date,Product Category,Product Name,Store Name,Store Type,Year,Quarter,Month,Day,Sum of Year,Sum of Units Sold,Region,Sum of Profit,Sum of Revenue
2020-11-19 00:00:00,Games,Rubik's Cube,Millenium,Downtown,2020,Qtr 4,November,19,2020,62,Chicago,129,1339.3799999999999
2020-11-19 00:00:00,Sports & Outdoors,Dart Gun,Times Square,Downtown,2020,Qtr 4,November,19,2020,26,New York,104,415.74
2020-11-19 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Beverly Hills,Residential,2020,Qtr 4,November,19,2020,55,Los Angeles,113.99999999999999,649.45
2020-11-19 00:00:00,Toys,Action Figure,O'Hare,Airport,2020,Qtr 4,November,19,2020,24,Chicago,135,483.76
2020-11-19 00:00:00,Toys,Hot Wheels 5-Pack,Lincoln Park,Residential,2020,Qtr 4,November,19,2020,22,Chicago,473.9999999999999,231.78
2020-11-19 00:00:00,Toys,Lego Bricks,LAX,Airport,2020,Qtr 4,November,19,2020,80,Los Angeles,400,3199.2000000000003
2020-11-20 00:00:00,Art & Crafts,Kids Makeup Kit,Lincoln Park,Residential,2020,Qtr 4,November,20,2020,69,Chicago,185,1479.31
2020-11-20 00:00:00,Art & Crafts,Kids Makeup Kit,Millenium,Downtown,2020,Qtr 4,November,20,2020,19,Chicago,113.99999999999997,379.80999999999995
2020-11-20 00:00:00,Art & Crafts,Magic Sand,LAX,Airport,2020,Qtr 4,November,20,2020,31,Los Angeles,62,495.69
2020-11-20 00:00:00,Art & Crafts,PlayDoh Playset,Fifth Avenue,Commercial,2020,Qtr 4,November,20,2020,23,New York,76,674.77
2020-11-20 00:00:00,Art & Crafts,PlayDoh Toolkit,Beverly Hills,Residential,2020,Qtr 4,November,20,2020,2,Los Angeles,2,9.98
2020-11-20 00:00:00,Art & Crafts,PlayDoh Toolkit,Times Square,Downtown,2020,Qtr 4,November,20,2020,6,New York,655,129.94
2020-11-20 00:00:00,Electronics,Gamer Headset,Michigan Ave,Commercial,2020,Qtr 4,November,20,2020,15,Chicago,89.99999999999997,314.84999999999997
2020-11-20 00:00:00,Games,Classic Dominoes,Lincoln Park,Residential,2020,Qtr 4,November,20,2020,8,Chicago,16,79.92
2020-11-20 00:00:00,Games,Deck Of Cards,Times Square,Downtown,2020,Qtr 4,November,20,2020,52,New York,156,363.48
2020-11-20 00:00:00,Games,Monopoly,Beverly Hills,Residential,2020,Qtr 4,November,20,2020,9,Los Angeles,145,279.90999999999997
2020-11-20 00:00:00,Sports & Outdoors,Foam Disk Launcher,JFK,Airport,2020,Qtr 4,November,20,2020,5,New York,449.9999999999999,159.95
2020-11-20 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Michigan Ave,Commercial,2020,Qtr 4,November,20,2020,15,Chicago,135,249.85
2020-11-20 00:00:00,Sports & Outdoors,Splash Balls,Hollywood,Commercial,2020,Qtr 4,November,20,2020,49,Los Angeles,444,540.51
2020-11-20 00:00:00,Sports & Outdoors,Splash Balls,Millenium,Downtown,2020,Qtr 4,November,20,2020,69,Chicago,74,720.3100000000001
2020-11-20 00:00:00,Toys,Animal Figures,O'Hare,Airport,2020,Qtr 4,November,20,2020,25,Chicago,330,424.75
2020-11-20 00:00:00,Toys,Plush Pony,O'Hare,Airport,2020,Qtr 4,November,20,2020,10,Chicago,109.99999999999999,199.89999999999998
2020-11-21 00:00:00,Art & Crafts,Barrel O' Slime,O'Hare,Airport,2020,Qtr 4,November,21,2020,135,Chicago,548,638.65
2020-11-21 00:00:00,Art & Crafts,PlayDoh Toolkit,Fifth Avenue,Commercial,2020,Qtr 4,November,21,2020,16,New York,1068,179.84
2020-11-21 00:00:00,Art & Crafts,Playfoam,Times Square,Downtown,2020,Qtr 4,November,21,2020,85,New York,82,1034.15
2020-11-21 00:00:00,Electronics,Colorbuds,Lincoln Park,Residential,2020,Qtr 4,November,21,2020,67,Chicago,536,1004.33
2020-11-21 00:00:00,Electronics,Gamer Headphones,JFK,Airport,2020,Qtr 4,November,21,2020,65,New York,250,1464.35
2020-11-21 00:00:00,Games,Rubik's Cube,Beverly Hills,Residential,2020,Qtr 4,November,21,2020,32,Los Angeles,64,639.68
2020-11-21 00:00:00,Games,Rubik's Cube,O'Hare,Airport,2020,Qtr 4,November,21,2020,72,Chicago,144,1439.28
2020-11-21 00:00:00,Sports & Outdoors,Mini Ping Pong,LAX,Airport,2020,Qtr 4,November,21,2020,4,Los Angeles,12,39.96
2020-11-21 00:00:00,Toys,Action Figure,Times Square,Downtown,2020,Qtr 4,November,21,2020,64,New York,258,1123.3600000000001
2020-11-21 00:00:00,Toys,Dinosaur Figures,Times Square,Downtown,2020,Qtr 4,November,21,2020,44,New York,176,659.5600000000001
2020-11-21 00:00:00,Toys,Hot Wheels Pack,Michigan Ave,Commercial,2020,Qtr 4,November,21,2020,110,Chicago,220,658.9
2020-11-21 00:00:00,Toys,Lego Bricks,Lincoln Park,Residential,2020,Qtr 4,November,21,2020,25,Chicago,286,1099.75
2020-11-21 00:00:00,Toys,Lego Bricks,Millenium,Downtown,2020,Qtr 4,November,21,2020,67,Chicago,335,2679.33
2020-11-21 00:00:00,Toys,Mr. Potatohead,Beverly Hills,Residential,2020,Qtr 4,November,21,2020,17,Los Angeles,394.9999999999999,269.83000000000004
2020-11-21 00:00:00,Toys,Mr. Potatohead,Michigan Ave,Commercial,2020,Qtr 4,November,21,2020,15,Chicago,249.99999999999994,249.85
2020-11-21 00:00:00,Toys,Teddy Bear,Millenium,Downtown,2020,Qtr 4,November,21,2020,7,Chicago,165,190.93
2020-11-22 00:00:00,Art & Crafts,Etch A Sketch,Times Square,Downtown,2020,Qtr 4,November,22,2020,29,New York,289.99999999999994,608.7099999999999
2020-11-22 00:00:00,Art & Crafts,Magic Sand,Lincoln Park,Residential,2020,Qtr 4,November,22,2020,113,Chicago,648,1906.8700000000001
2020-11-22 00:00:00,Art & Crafts,Magic Sand,Millenium,Downtown,2020,Qtr 4,November,22,2020,52,Chicago,104,831.48
2020-11-22 00:00:00,Electronics,Colorbuds,O'Hare,Airport,2020,Qtr 4,November,22,2020,61,Chicago,264,1014.39
2020-11-22 00:00:00,Electronics,Toy Robot,Millenium,Downtown,2020,Qtr 4,November,22,2020,21,Chicago,138,645.79
2020-11-22 00:00:00,Games,Glass Marbles,JFK,Airport,2020,Qtr 4,November,22,2020,38,New York,156,517.62
2020-11-22 00:00:00,Games,Jenga,Michigan Ave,Commercial,2020,Qtr 4,November,22,2020,21,Chicago,147,209.79
2020-11-22 00:00:00,Games,Rubik's Cube,Times Square,Downtown,2020,Qtr 4,November,22,2020,11,New York,63,319.89
2020-11-22 00:00:00,Sports & Outdoors,Dart Gun,Lincoln Park,Residential,2020,Qtr 4,November,22,2020,18,Chicago,72,287.82
2020-11-22 00:00:00,Sports & Outdoors,Nerf Gun,Beverly Hills,Residential,2020,Qtr 4,November,22,2020,67,Los Angeles,141,1439.33
2020-11-22 00:00:00,Sports & Outdoors,Nerf Gun,Michigan Ave,Commercial,2020,Qtr 4,November,22,2020,38,Chicago,122.00000000000001,859.6199999999999
2020-11-22 00:00:00,Sports & Outdoors,Splash Balls,Beverly Hills,Residential,2020,Qtr 4,November,22,2020,30,Los Angeles,30,269.7
2020-11-22 00:00:00,Sports & Outdoors,Splash Balls,O'Hare,Airport,2020,Qtr 4,November,22,2020,106,Chicago,106,952.94
2020-11-22 00:00:00,Toys,Animal Figures,Times Square,Downtown,2020,Qtr 4,November,22,2020,66,New York,414,957.34
2020-11-22 00:00:00,Toys,Mr. Potatohead,LAX,Airport,2020,Qtr 4,November,22,2020,48,Los Angeles,240,479.52
2020-11-23 00:00:00,Art & Crafts,Barrel O' Slime,Times Square,Downtown,2020,Qtr 4,November,23,2020,177,New York,82,806.23
2020-11-23 00:00:00,Art & Crafts,Kids Makeup Kit,Michigan Ave,Commercial,2020,Qtr 4,November,23,2020,29,Chicago,173.99999999999994,579.7099999999999
2020-11-23 00:00:00,Art & Crafts,PlayDoh Can,Beverly Hills,Residential,2020,Qtr 4,November,23,2020,81,Los Angeles,84,342.19000000000005
2020-11-23 00:00:00,Art & Crafts,PlayDoh Can,Michigan Ave,Commercial,2020,Qtr 4,November,23,2020,62,Chicago,71,285.38
2020-11-23 00:00:00,Electronics,Gamer Headset,Times Square,Downtown,2020,Qtr 4,November,23,2020,47,New York,281.99999999999994,986.53
2020-11-23 00:00:00,Games,Deck Of Cards,Lincoln Park,Residential,2020,Qtr 4,November,23,2020,116,Chicago,348,810.84
2020-11-23 00:00:00,Sports & Outdoors,Basketball Hoop,Millenium,Downtown,2020,Qtr 4,November,23,2020,3,Chicago,47.99999999999999,74.97
2020-11-23 00:00:00,Sports & Outdoors,Dart Gun,O'Hare,Airport,2020,Qtr 4,November,23,2020,51,Chicago,360,915.49
2020-11-23 00:00:00,Sports & Outdoors,Mini Ping Pong Set,Lincoln Park,Residential,2020,Qtr 4,November,23,2020,196,Chicago,101.99999999999999,2058.04
2020-11-23 00:00:00,Sports & Outdoors,Nerf Gun,LAX,Airport,2020,Qtr 4,November,23,2020,39,Los Angeles,194.99999999999994,779.6099999999999
2020-11-23 00:00:00,Sports & Outdoors,Splash Balls,Times Square,Downtown,2020,Qtr 4,November,23,2020,3,New York,125,126.97
2020-11-23 00:00:00,Sports & Outdoors,Water Gun,Beverly Hills,Residential,2020,Qtr 4,November,23,2020,19,Los Angeles,57,284.81
2020-11-23 00:00:00,Sports & Outdoors,Water Gun,O'Hare,Airport,2020,Qtr 4,November,23,2020,13,Chicago,39,194.87
2020-11-23 00:00:00,Toys,Action Figure,LAX,Airport,2020,Qtr 4,November,23,2020,13,Los Angeles,96,307.87
2020-11-23 00:00:00,Toys,Hot Wheels 5-Pack,JFK,Airport,2020,Qtr 4,November,23,2020,48,New York,191.99999999999997,387.52
2020-11-24 00:00:00,Art & Crafts,Kids Makeup Kit,JFK,Airport,2020,Qtr 4,November,24,2020,22,New York,500,539.78
2020-11-24 00:00:00,Art & Crafts,PlayDoh Can,LAX,Airport,2020,Qtr 4,November,24,2020,157,Los Angeles,157.00000000000003,469.43
2020-11-24 00:00:00,Art & Crafts,PlayDoh Toolkit,Beverly Hills,Residential,2020,Qtr 4,November,24,2020,24,Los Angeles,851,219.76
2020-11-24 00:00:00,Art & Crafts,PlayDoh Toolkit,Michigan Ave,Commercial,2020,Qtr 4,November,24,2020,11,Chicago,116,154.89
2020-11-24 00:00:00,Electronics,Toy Robot,Beverly Hills,Residential,2020,Qtr 4,November,24,2020,10,Los Angeles,50,259.9
2020-11-24 00:00:00,Electronics,Toy Robot,Times Square,Downtown,2020,Qtr 4,November,24,2020,13,New York,92,437.87
2020-11-24 00:00:00,Games,Deck Of Cards,O'Hare,Airport,2020,Qtr 4,November,24,2020,100,Chicago,123,799
2020-11-24 00:00:00,Games,Glass Marbles,Times Square,Downtown,2020,Qtr 4,November,24,2020,32,New York,160,351.68
2020-11-24 00:00:00,Games,Monopoly,Lincoln Park,Residential,2020,Qtr 4,November,24,2020,7,Chicago,140,239.92999999999998
2020-11-24 00:00:00,Sports & Outdoors,Mini Ping Pong,Millenium,Downtown,2020,Qtr 4,November,24,2020,32,Chicago,96,319.68
2020-11-24 00:00:00,Toys,Animal Figures,LAX,Airport,2020,Qtr 4,November,24,2020,12,Los Angeles,178,255.88
2020-11-24 00:00:00,Toys,Dinosaur Figures,Lincoln Park,Residential,2020,Qtr 4,November,24,2020,86,Chicago,344,1289.14
2020-11-24 00:00:00,Toys,Lego Bricks,Michigan Ave,Commercial,2020,Qtr 4,November,24,2020,69,Chicago,345,2759.31
2020-11-24 00:00:00,Toys,Teddy Bear,O'Hare,Airport,2020,Qtr 4,November,24,2020,46,Chicago,92,597.54
2020-11-25 00:00:00,Art & Crafts,Barrel O' Slime,LAX,Airport,2020,Qtr 4,November,25,2020,59,Los Angeles,1260,335.41
2020-11-25 00:00:00,Art & Crafts,Etch A Sketch,Lincoln Park,Residential,2020,Qtr 4,November,25,2020,6,Chicago,59.999999999999986,125.94
2020-11-25 00:00:00,Art & Crafts,Magic Sand,Michigan Ave,Commercial,2020,Qtr 4,November,25,2020,30,Chicago,60,479.7
2020-11-25 00:00:00,Art & Crafts,PlayDoh Playset,LAX,Airport,2020,Qtr 4,November,25,2020,22,Los Angeles,88,549.78
2020-11-25 00:00:00,Art & Crafts,Playfoam,Beverly Hills,Residential,2020,Qtr 4,November,25,2020,113,Los Angeles,181,1341.8700000000001
2020-11-25 00:00:00,Art & Crafts,Playfoam,Michigan Ave,Commercial,2020,Qtr 4,November,25,2020,8,Chicago,93,187.92000000000002
2020-11-25 00:00:00,Electronics,Toy Robot,O'Hare,Airport,2020,Qtr 4,November,25,2020,4,Chicago,20,103.96
2020-11-25 00:00:00,Games,Monopoly,Millenium,Downtown,2020,Qtr 4,November,25,2020,25,Chicago,149.99999999999994,499.74999999999994
2020-11-25 00:00:00,Games,Uno Card Game,Times Square,Downtown,2020,Qtr 4,November,25,2020,8,New York,576,163.92000000000002
2020-11-25 00:00:00,Toys,Action Figure,Hollywood,Commercial,2020,Qtr 4,November,25,2020,87,Los Angeles,522,1391.13
2020-11-25 00:00:00,Toys,Dino Egg,O'Hare,Airport,2020,Qtr 4,November,25,2020,63,Chicago,144,792.37
2020-11-25 00:00:00,Toys,Hot Wheels Pack,Times Square,Downtown,2020,Qtr 4,November,25,2020,36,New York,72,215.64000000000001
2020-11-25 00:00:00,Toys,Lego Bricks,JFK,Airport,2020,Qtr 4,November,25,2020,88,New York,144,3619.1200000000003
2020-11-25 00:00:00,Toys,Mr. Potatohead,Lincoln Park,Residential,2020,Qtr 4,November,25,2020,16,Chicago,299.9999999999999,259.84000000000003
2020-11-26 00:00:00,Art & Crafts,Kids Makeup Kit,Times Square,Downtown,2020,Qtr 4,November,26,2020,25,New York,149.99999999999994,499.74999999999994
2020-11-26 00:00:00,Art & Crafts,Magic Sand,JFK,Airport,2020,Qtr 4,November,26,2020,42,New York,99,771.58
2020-11-26 00:00:00,Art & Crafts,PlayDoh Toolkit,LAX,Airport,2020,Qtr 4,November,26,2020,39,Los Angeles,39,194.61
2020-11-26 00:00:00,Electronics,Colorbuds,LAX,Airport,2020,Qtr 4,November,26,2020,150,Los Angeles,112,2348.5
2020-11-26 00:00:00,Electronics,Gamer Headset,Lincoln Park,Residential,2020,Qtr 4,November,26,2020,7,Chicago,41.999999999999986,146.92999999999998
2020-11-26 00:00:00,Sports & Outdoors,Foam Disk Launcher,O'Hare,Airport,2020,Qtr 4,November,26,2020,28,Chicago,365.9999999999999,435.72
2020-11-26 00:00:00,Sports & Outdoors,Mini Ping Pong,Michigan Ave,Commercial,2020,Qtr 4,November,26,2020,44,Chicago,132,439.56
2020-11-26 00:00:00,Sports & Outdoors,Nerf Gun,Lincoln Park,Residential,2020,Qtr 4,November,26,2020,48,Chicago,106,1059.52
2020-11-26 00:00:00,Toys,Action Figure,JFK,Airport,2020,Qtr 4,November,26,2020,45,New York,270,719.55
2020-11-26 00:00:00,Toys,Action Figure,Millenium,Downtown,2020,Qtr 4,November,26,2020,86,Chicago,237,1475.14
2020-11-26 00:00:00,Toys,Animal Figures,Hollywood,Commercial,2020,Qtr 4,November,26,2020,52,Los Angeles,156,675.48
2020-11-26 00:00:00,Toys,Mr. Potatohead,Millenium,Downtown,2020,Qtr 4,November,26,2020,95,Chicago,475,949.0500000000001
2020-11-26 00:00:00,Toys,Plush Pony,Beverly Hills,Residential,2020,Qtr 4,November,26,2020,11,Los Angeles,89,319.89
2020-11-26 00:00:00,Toys,Plush Pony,Michigan Ave,Commercial,2020,Qtr 4,November,26,2020,3,Chicago,80,159.97
2020-11-27 00:00:00,Art & Crafts,Barrel O' Slime,Hollywood,Commercial,2020,Qtr 4,November,27,2020,86,Los Angeles,172,343.14000000000004
2020-11-27 00:00:00,Art & Crafts,PlayDoh Can,Lincoln Park,Residential,2020,Qtr 4,November,27,2020,46,Chicago,156,237.54000000000002
2020-11-27 00:00:00,Electronics,Gamer Headphones,O'Hare,Airport,2020,Qtr 4,November,27,2020,51,Chicago,96,1170.49
2020-11-27 00:00:00,Games,Glass Marbles,Lincoln Park,Residential,2020,Qtr 4,November,27,2020,36,Chicago,180,395.64
2020-11-27 00:00:00,Games,Rubik's Cube,LAX,Airport,2020,Qtr 4,November,27,2020,180,Los Angeles,360,3598.2
2020-11-27 00:00:00,Games,Rubik's Cube,Michigan Ave,Commercial,2020,Qtr 4,November,27,2020,10,Chicago,67,299.9
2020-11-27 00:00:00,Sports & Outdoors,Dart Gun,LAX,Airport,2020,Qtr 4,November,27,2020,13,Los Angeles,432,307.87
2020-11-27 00:00:00,Sports & Outdoors,Mini Ping Pong Set,JFK,Airport,2020,Qtr 4,November,27,2020,13,New York,257.99999999999994,229.87
2020-11-27 00:00:00,Sports & Outdoors,Nerf Gun,Millenium,Downtown,2020,Qtr 4,November,27,2020,19,Chicago,94.99999999999997,379.80999999999995
2020-11-27 00:00:00,Sports & Outdoors,Splash Balls,Beverly Hills,Residential,2020,Qtr 4,November,27,2020,29,Los Angeles,285,360.71
2020-11-27 00:00:00,Toys,Animal Figures,JFK,Airport,2020,Qtr 4,November,27,2020,9,New York,27,116.91
2020-11-27 00:00:00,Toys,Animal Figures,Millenium,Downtown,2020,Qtr 4,November,27,2020,59,Chicago,398,866.41
2020-11-27 00:00:00,Toys,Lego Bricks,Times Square,Downtown,2020,Qtr 4,November,27,2020,172,New York,860,6878.280000000001
2020-11-27 00:00:00,Toys,Mr. Potatohead,Michigan Ave,Commercial,2020,Qtr 4,November,27,2020,23,Chicago,115,229.77
2020-11-28 00:00:00,Art & Crafts,Barrel O' Slime,JFK,Airport,2020,Qtr 4,November,28,2020,40,New York,80,159.60000000000002
2020-11-28 00:00:00,Art & Crafts,Barrel O' Slime,Millenium,Downtown,2020,Qtr 4,November,28,2020,169,Chicago,110,774.3100000000001
2020-11-28 00:00:00,Art & Crafts,PlayDoh Can,Millenium,Downtown,2020,Qtr 4,November,28,2020,261,Chicago,261.00000000000006,780.3900000000001
2020-11-28 00:00:00,Art & Crafts,PlayDoh Playset,Lincoln Park,Residential,2020,Qtr 4,November,28,2020,24,Chicago,65,699.76
2020-11-28 00:00:00,Electronics,Colorbuds,Hollywood,Commercial,2020,Qtr 4,November,28,2020,62,Los Angeles,496,929.38
2020-11-28 00:00:00,Electronics,Toy Robot,Beverly Hills,Residential,2020,Qtr 4,November,28,2020,45,Los Angeles,264,1269.55
2020-11-28 00:00:00,Games,Deck Of Cards,LAX,Airport,2020,Qtr 4,November,28,2020,124,Los Angeles,145,966.76
2020-11-28 00:00:00,Games,Monopoly,JFK,Airport,2020,Qtr 4,November,28,2020,33,New York,399.9999999999999,759.67
2020-11-28 00:00:00,Sports & Outdoors,Mini Ping Pong,Times Square,Downtown,2020,Qtr 4,November,28,2020,23,New York,69,229.77
2020-11-28 00:00:00,Sports & Outdoors,Nerf Gun,Michigan Ave,Commercial,2020,Qtr 4,November,28,2020,8,Chicago,39.999999999999986,159.92
2020-11-28 00:00:00,Sports & Outdoors,Splash Balls,LAX,Airport,2020,Qtr 4,November,28,2020,31,Los Angeles,31,278.69
2020-11-28 00:00:00,Sports & Outdoors,Splash Balls,Michigan Ave,Commercial,2020,Qtr 4,November,28,2020,7,Chicago,120,162.93
2020-11-28 00:00:00,Toys,Hot Wheels 5-Pack,O'Hare,Airport,2020,Qtr 4,November,28,2020,18,Chicago,197.99999999999997,207.82
2020-11-28 00:00:00,Toys,Hot Wheels Pack,Lincoln Park,Residential,2020,Qtr 4,November,28,2020,24,Chicago,48,143.76
2020-11-29 00:00:00,Art & Crafts,Kids Makeup Kit,O'Hare,Airport,2020,Qtr 4,November,29,2020,23,Chicago,590,559.77
2020-11-29 00:00:00,Art & Crafts,PlayDoh Can,Michigan Ave,Commercial,2020,Qtr 4,November,29,2020,58,Chicago,58.000000000000014,173.42000000000002
2020-11-29 00:00:00,Art & Crafts,PlayDoh Playset,Millenium,Downtown,2020,Qtr 4,November,29,2020,11,Chicago,44,274.89
2020-11-29 00:00:00,Art & Crafts,PlayDoh Toolkit,Lincoln Park,Residential,2020,Qtr 4,November,29,2020,5,Chicago,403,124.95
2020-11-29 00:00:00,Electronics,Toy Robot,LAX,Airport,2020,Qtr 4,November,29,2020,30,Los Angeles,150,779.6999999999999
2020-11-29 00:00:00,Games,Chutes & Ladders,JFK,Airport,2020,Qtr 4,November,29,2020,10,New York,30,129.9
2020-11-29 00:00:00,Games,Classic Dominoes,Millenium,Downtown,2020,Qtr 4,November,29,2020,25,Chicago,380,349.75
2020-11-29 00:00:00,Games,Jenga,Lincoln Park,Residential,2020,Qtr 4,November,29,2020,16,Chicago,112,159.84
2020-11-29 00:00:00,Games,Monopoly,Times Square,Downtown,2020,Qtr 4,November,29,2020,1,New York,5.999999999999998,19.99
2020-11-29 00:00:00,Sports & Outdoors,Dart Gun,Hollywood,Commercial,2020,Qtr 4,November,29,2020,21,Los Angeles,84,335.79
2020-11-29 00:00:00,Sports & Outdoors,Nerf Gun,JFK,Airport,2020,Qtr 4,November,29,2020,68,New York,127.00000000000001,1459.32
2020-11-29 00:00:00,Sports & Outdoors,Supersoaker Water Gun,Michigan Ave,Commercial,2020,Qtr 4,November,29,2020,20,Chicago,190,399.8
2020-11-29 00:00:00,Toys,Action Figure,Hollywood,Commercial,2020,Qtr 4,November,29,2020,34,Los Angeles,312,643.66
2020-11-29 00:00:00,Toys,Dino Egg,LAX,Airport,2020,Qtr 4,November,29,2020,85,Los Angeles,316,1034.15
2020-11-30 00:00:00,Art & Crafts,Kids Makeup Kit,Lincoln Park,Residential,2020,Qtr 4,November,30,2020,33,Chicago,197.99999999999994,659.67
2020-11-30 00:00:00,Art & Crafts,PlayDoh Can,JFK,Airport,2020,Qtr 4,November,30,2020,67,New York,100,300.33000000000004
2020-11-30 00:00:00,Art & Crafts,PlayDoh Toolkit,Michigan Ave,Commercial,2020,Qtr 4,November,30,2020,19,Chicago,19,94.81
2020-11-30 00:00:00,Art & Crafts,PlayDoh Toolkit,Millenium,Downtown,2020,Qtr 4,November,30,2020,58,Chicago,58,289.42
2020-11-30 00:00:00,Art & Crafts,Playfoam,Lincoln Park,Residential,2020,Qtr 4,November,30,2020,49,Chicago,132,638.51
2020-11-30 00:00:00,Electronics,Colorbuds,Millenium,Downtown,2020,Qtr 4,November,30,2020,40,Chicago,252,699.6
2020-11-30 00:00:00,Electronics,Toy Robot,Michigan Ave,Commercial,2020,Qtr 4,November,30,2020,26,Chicago,138,775.74
2020-11-30 00:00:00,Games,Classic Dominoes,JFK,Airport,2020,Qtr 4,November,30,2020,12,New York,24,119.88
2020-11-30 00:00:00,Games,Deck Of Cards,Hollywood,Commercial,2020,Qtr 4,November,30,2020,78,Los Angeles,234,545.22
2020-11-30 00:00:00,Toys,Action Figure,O'Hare,Airport,2020,Qtr 4,November,30,2020,80,Chicago,480,1279.2
2020-11-30 00:00:00,Toys,Animal Figures,Hollywood,Commercial,2020,Qtr 4,November,30,2020,84,Los Angeles,310,1191.16
2020-11-30 00:00:00,Toys,Dinosaur Figures,LAX,Airport,2020,Qtr 4,November,30,2020,64,Los Angeles,119.99999999999999,1059.3600000000001
2020-11-30 00:00:00,Toys,Lego Bricks,O'Hare,Airport,2020,Qtr 4,November,30,2020,106,Chicago,222,4338.9400000000005
2020-11-30 00:00:00,Toys,Mr. Potatohead,Times Square,Downtown,2020,Qtr 4,November,30,2020,18,New York,90,179.82
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,Fifth Avenue,Commercial,2020,Qtr 4,December,1,2020,69,New York,138,275.31
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,JFK,Airport,2020,Qtr 4,December,1,2020,55,New York,110,219.45000000000002
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,LAX,Airport,2020,Qtr 4,December,1,2020,165,Los Angeles,330,658.35
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,Lincoln Park,Residential,2020,Qtr 4,December,1,2020,317,Chicago,634,1264.8300000000002
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,Michigan Ave,Commercial,2020,Qtr 4,December,1,2020,93,Chicago,186,371.07
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,Millenium,Downtown,2020,Qtr 4,December,1,2020,436,Chicago,872,1739.64
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,O'Hare,Airport,2020,Qtr 4,December,1,2020,207,Chicago,414,825.9300000000001
2020-12-01 00:00:00,Art & Crafts,Barrel O' Slime,Times Square,Downtown,2020,Qtr 4,December,1,2020,181,New York,362,722.19
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,Hollywood,Commercial,2020,Qtr 4,December,1,2020,24,Los Angeles,239.99999999999994,503.76
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,JFK,Airport,2020,Qtr 4,December,1,2020,26,New York,259.99999999999994,545.74
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,LAX,Airport,2020,Qtr 4,December,1,2020,77,Los Angeles,769.9999999999999,1616.2299999999998
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,Lincoln Park,Residential,2020,Qtr 4,December,1,2020,41,Chicago,409.99999999999994,860.5899999999999
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,Millenium,Downtown,2020,Qtr 4,December,1,2020,35,Chicago,349.99999999999994,734.65
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,O'Hare,Airport,2020,Qtr 4,December,1,2020,125,Chicago,1249.9999999999998,2623.75
2020-12-01 00:00:00,Art & Crafts,Etch A Sketch,Times Square,Downtown,2020,Qtr 4,December,1,2020,17,New York,169.99999999999997,356.83
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,Hollywood,Commercial,2020,Qtr 4,December,1,2020,6,Los Angeles,35.999999999999986,119.94
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,JFK,Airport,2020,Qtr 4,December,1,2020,11,New York,65.99999999999999,219.89
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,LAX,Airport,2020,Qtr 4,December,1,2020,12,Los Angeles,71.99999999999997,239.88
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,Lincoln Park,Residential,2020,Qtr 4,December,1,2020,19,Chicago,113.99999999999997,379.80999999999995
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,Michigan Ave,Commercial,2020,Qtr 4,December,1,2020,52,Chicago,311.9999999999999,1039.48
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,Millenium,Downtown,2020,Qtr 4,December,1,2020,10,Chicago,59.999999999999986,199.89999999999998
2020-12-01 00:00:00,Art & Crafts,Kids Makeup Kit,O'Hare,Airport,2020,Qtr 4,December,1,2020,57,Chicago,341.9999999999999,1139.4299999999998
2020-12-01 00:00:00,Art & Crafts,Magic Sand,Hollywood,Commercial,2020,Qtr 4,December,1,2020,147,Los Angeles,294,2350.53
2020-12-01 00:00:00,Art & Crafts,Magic Sand,JFK,Airport,2020,Qtr 4,December,1,2020,22,New York,44,351.78000000000003
2020-12-01 00:00:00,Art & Crafts,Magic Sand,LAX,Airport,2020,Qtr 4,December,1,2020,105,Los Angeles,210,1678.95
2020-12-01 00:00:00,Art & Crafts,Magic Sand,Michigan Ave,Commercial,2020,Qtr 4,December,1,2020,112,Chicago,224,1790.88
2020-12-01 00:00:00,Art & Crafts,Magic Sand,Millenium,Downtown,2020,Qtr 4,December,1,2020,88,Chicago,176,1407.1200000000001
2020-12-01 00:00:00,Art & Crafts,Magic Sand,O'Hare,Airport,2020,Qtr 4,December,1,2020,106,Chicago,212,1694.94
